history,187
way,185
art,183
world,169
information,168
map,167
family,159
government,143
health,122
system,111
computer,109
meat,99
year,96
thanks,84
music,80
person,80
reading,77
method,76
data,74
food,73
understanding,73
theory,71
law,70
bird,68
literature,67
problem,66
software,63
control,62
knowledge,62
power,62
ability,61
economics,61
love,60
internet,59
television,59
science,58
library,57
nature,57
fact,56
product,56
idea,55
temperature,55
investment,52
area,50
society,50
activity,48
story,48
industry,47
media,47
thing,47
oven,45
community,44
definition,44
safety,44
quality,43
development,42
language,42
management,41
player,41
variety,41
video,41
week,41
security,38
country,37
exam,37
movie,37
organization,37
equipment,35
physics,35
analysis,34
policy,34
series,34
thought,34
basis,33
boyfriend,33
direction,33
strategy,33
technology,33
army,32
camera,32
freedom,32
paper,32
environment,31
child,30
instance,30
month,30
truth,30
marketing,29
university,29
writing,29
article,28
department,28
difference,28
goal,28
news,28
audience,27
fishing,27
growth,27
income,27
marriage,27
user,27
combination,26
failure,26
meaning,26
medicine,26
philosophy,26
teacher,25
communication,24
night,24
chemistry,23
disease,23
disk,23
energy,23
nation,23
road,23
role,23
soup,23
advertising,22
location,22
success,22
addition,21
apartment,21
education,21
math,21
moment,21
painting,21
politics,21
attention,20
decision,20
event,20
property,20
shopping,20
student,20
wood,20
competition,19
distribution,19
entertainment,19
office,19
population,19
president,19
unit,19
category,18
cigarette,18
context,18
introduction,18
opportunity,18
performance,18
driver,17
flight,17
length,17
magazine,17
newspaper,17
relationship,17
teaching,17
cell,16
dealer,16
finding,16
lake,16
member,16
message,16
phone,16
scene,16
appearance,15
association,15
concept,15
customer,15
death,15
discussion,15
housing,15
inflation,15
insurance,15
mood,15
woman,15
advice,14
blood,14
effort,14
expression,14
importance,14
opinion,14
payment,14
reality,14
responsibility,14
situation,14
skill,14
statement,14
wealth,14
application,13
city,13
county,13
depth,13
estate,13
foundation,13
grandmother,13
heart,13
perspective,13
photo,13
recipe,13
studio,13
topic,13
collection,12
depression,12
imagination,12
passion,12
percentage,12
resource,12
setting,12
ad,11
agency,11
college,11
connection,11
criticism,11
debt,11
description,11
memory,11
patience,11
secretary,11
solution,11
administration,10
aspect,10
attitude,10
director,10
personality,10
psychology,10
recommendation,10
response,10
selection,10
storage,10
version,10
alcohol,9
argument,9
complaint,9
contract,9
emphasis,9
highway,9
loss,9
membership,9
possession,9
preparation,9
steak,9
union,9
agreement,8
cancer,8
currency,8
employment,8
engineering,8
entry,8
interaction,8
mixture,8
preference,8
region,8
republic,8
tradition,8
virus,8
actor,7
classroom,7
delivery,7
device,7
difficulty,7
drama,7
election,7
engine,7
football,7
guidance,7
hotel,7
owner,7
priority,7
protection,7
suggestion,7
tension,7
variation,7
anxiety,6
atmosphere,6
awareness,6
bath,6
bread,6
candidate,6
climate,6
comparison,6
confusion,6
construction,6
elevator,6
emotion,6
employee,6
employer,6
guest,6
height,6
leadership,6
mall,6
manager,6
operation,6
recording,6
sample,6
transportation,6
charity,5
cousin,5
disaster,5
editor,5
efficiency,5
excitement,5
extent,5
feedback,5
guitar,5
homework,5
leader,5
mom,5
outcome,5
permission,5
presentation,5
promotion,5
reflection,5
refrigerator,5
resolution,5
revenue,5
session,5
singer,5
tennis,5
basket,4
bonus,4
cabinet,4
childhood,4
church,4
clothes,4
coffee,4
dinner,4
drawing,4
hair,4
hearing,4
initiative,4
judgment,4
lab,4
measurement,4
mode,4
mud,4
orange,4
poetry,4
police,4
possibility,4
procedure,4
queen,4
ratio,4
relation,4
restaurant,4
satisfaction,4
sector,4
signature,4
significance,4
song,4
tooth,4
town,4
vehicle,4
volume,4
wife,4
accident,3
airport,3
appointment,3
arrival,3
assumption,3
baseball,3
chapter,3
committee,3
conversation,3
database,3
enthusiasm,3
error,3
explanation,3
farmer,3
gate,3
girl,3
hall,3
historian,3
hospital,3
injury,3
instruction,3
maintenance,3
manufacturer,3
meal,3
perception,3
pie,3
poem,3
presence,3
proposal,3
reception,3
replacement,3
revolution,3
river,3
son,3
speech,3
tea,3
village,3
warning,3
winner,3
worker,3
writer,3
assistance,2
breath,2
buyer,2
chest,2
chocolate,2
conclusion,2
contribution,2
cookie,2
courage,2
dad,2
desk,2
drawer,2
establishment,2
examination,2
garbage,2
grocery,2
honey,2
impression,2
improvement,2
independence,2
insect,2
inspection,2
inspector,2
king,2
ladder,2
menu,2
penalty,2
piano,2
potato,2
profession,2
professor,2
quantity,2
reaction,2
requirement,2
salad,2
sister,2
supermarket,2
tongue,2
weakness,2
wedding,2
affair,1
ambition,1
analyst,1
apple,1
assignment,1
assistant,1
bathroom,1
bedroom,1
beer,1
birthday,1
celebration,1
championship,1
cheek,1
client,1
consequence,1
departure,1
diamond,1
dirt,1
ear,1
fortune,1
friendship,1
funeral,1
gene,1
girlfriend,1
hat,1
indication,1
intention,1
lady,1
midnight,1
negotiation,1
obligation,1
passenger,1
pizza,1
platform,1
poet,1
pollution,1
recognition,1
reputation,1
shirt,1
sir,1
speaker,1
stranger,1
surgery,1
sympathy,1
tale,1
throat,1
trainer,1
uncle,1
youth,1
time,369
work,224
film,209
water,201
money,174
example,147
while,147
business,127
study,118
game,117
life,107
form,99
air,98
day,98
place,98
number,97
part,96
field,95
fish,92
back,86
process,85
heat,84
hand,81
experience,80
job,80
book,77
end,76
point,74
type,74
home,72
economy,71
value,70
body,69
market,69
guide,68
interest,67
state,63
radio,62
course,61
company,60
price,60
size,60
card,58
list,58
mind,58
trade,58
line,56
care,55
group,55
risk,55
word,55
fat,54
force,54
key,54
light,54
training,54
name,53
school,53
top,53
amount,51
level,51
order,51
practice,51
research,51
sense,51
service,51
piece,50
web,49
boss,48
sport,47
fun,46
house,46
page,46
term,46
test,46
answer,45
sound,45
focus,44
matter,44
kind,43
soil,43
board,42
oil,42
picture,42
access,41
garden,41
range,41
rate,41
reason,41
future,40
site,40
demand,39
exercise,39
image,39
case,38
cause,38
coast,38
action,37
age,37
bad,37
boat,37
record,37
result,37
section,37
building,36
mouse,36
cash,35
class,35
nothing,35
period,35
plan,35
store,35
tax,35
side,34
subject,34
space,33
rule,32
stock,32
weather,32
chance,31
figure,31
man,31
model,31
source,31
beginning,30
earth,30
program,30
chicken,29
design,29
feature,29
head,29
material,29
purpose,29
question,29
rock,29
salt,29
act,28
birth,28
car,28
dog,28
object,28
scale,28
sun,28
note,27
profit,27
rent,27
speed,27
style,27
war,27
bank,26
craft,26
half,26
inside,26
outside,26
standard,26
bus,25
exchange,25
eye,25
fire,25
position,25
pressure,25
stress,25
advantage,24
benefit,24
box,24
frame,24
issue,24
step,24
cycle,23
face,23
item,23
metal,23
paint,23
review,23
room,23
screen,23
structure,23
view,23
account,22
ball,22
discipline,22
medium,22
share,22
balance,21
bit,21
black,21
bottom,21
choice,21
gift,21
impact,21
machine,21
shape,21
tool,21
wind,21
address,20
average,20
career,20
culture,20
morning,20
pot,20
sign,20
table,20
task,20
condition,19
contact,19
credit,19
egg,19
hope,19
ice,19
network,19
north,19
square,19
attempt,18
date,18
effect,18
link,18
post,18
star,18
voice,18
capital,17
challenge,17
friend,17
self,17
shot,17
brush,16
couple,16
debate,16
exit,16
front,16
function,16
lack,16
living,16
plant,16
plastic,16
spot,16
summer,16
taste,16
theme,16
track,16
wing,16
brain,15
button,15
click,15
desire,15
foot,15
gas,15
influence,15
notice,15
rain,15
wall,15
base,14
damage,14
distance,14
feeling,14
pair,14
savings,14
staff,14
sugar,14
target,14
text,14
animal,13
author,13
budget,13
discount,13
file,13
ground,13
lesson,13
minute,13
officer,13
phase,13
reference,13
register,13
sky,13
stage,13
stick,13
title,13
trouble,13
bowl,12
bridge,12
campaign,12
character,12
club,12
edge,12
evidence,12
fan,12
letter,12
lock,12
maximum,12
novel,12
option,12
pack,12
park,12
plenty,12
quarter,12
skin,12
sort,12
weight,12
baby,11
background,11
carry,11
dish,11
factor,11
fruit,11
glass,11
joint,11
master,11
muscle,11
red,11
strength,11
traffic,11
trip,11
vegetable,11
appeal,10
chart,10
gear,10
ideal,10
kitchen,10
land,10
log,10
mother,10
net,10
party,10
principle,10
relative,10
sale,10
season,10
signal,10
spirit,10
street,10
tree,10
wave,10
belt,9
bench,9
commission,9
copy,9
drop,9
minimum,9
path,9
progress,9
project,9
sea,9
south,9
status,9
stuff,9
ticket,9
tour,9
angle,8
blue,8
breakfast,8
confidence,8
daughter,8
degree,8
doctor,8
dot,8
dream,8
duty,8
essay,8
father,8
fee,8
finance,8
hour,8
juice,8
limit,8
luck,8
milk,8
mouth,8
peace,8
pipe,8
seat,8
stable,8
storm,8
substance,8
team,8
trick,8
afternoon,7
bat,7
beach,7
blank,7
catch,7
chain,7
consideration,7
cream,7
crew,7
detail,7
gold,7
interview,7
kid,7
mark,7
match,7
mission,7
pain,7
pleasure,7
score,7
screw,7
sex,7
shop,7
shower,7
suit,7
tone,7
window,7
agent,6
band,6
block,6
bone,6
calendar,6
cap,6
coat,6
contest,6
corner,6
court,6
cup,6
district,6
door,6
east,6
finger,6
garage,6
guarantee,6
hole,6
hook,6
implement,6
layer,6
lecture,6
lie,6
manner,6
meeting,6
nose,6
parking,6
partner,6
profile,6
respect,6
rice,6
routine,6
schedule,6
swimming,6
telephone,6
tip,6
winter,6
airline,5
bag,5
battle,5
bed,5
bill,5
bother,5
cake,5
code,5
curve,5
designer,5
dimension,5
dress,5
ease,5
emergency,5
evening,5
extension,5
farm,5
fight,5
gap,5
grade,5
holiday,5
horror,5
horse,5
host,5
husband,5
loan,5
mistake,5
mountain,5
nail,5
noise,5
occasion,5
package,5
patient,5
pause,5
phrase,5
proof,5
race,5
relief,5
sand,5
sentence,5
shoulder,5
smoke,5
stomach,5
string,5
tourist,5
towel,5
vacation,5
west,5
wheel,5
wine,5
arm,4
aside,4
associate,4
bet,4
blow,4
border,4
branch,4
breast,4
brother,4
buddy,4
bunch,4
chip,4
coach,4
cross,4
document,4
draft,4
dust,4
expert,4
floor,4
god,4
golf,4
habit,4
iron,4
judge,4
knife,4
landscape,4
league,4
mail,4
mess,4
native,4
opening,4
parent,4
pattern,4
pin,4
pool,4
pound,4
request,4
salary,4
shame,4
shelter,4
shoe,4
silver,4
tackle,4
tank,4
trust,4
assist,3
bake,3
bar,3
bell,3
bike,3
blame,3
boy,3
brick,3
chair,3
closet,3
clue,3
collar,3
comment,3
conference,3
devil,3
diet,3
fear,3
fuel,3
glove,3
jacket,3
lunch,3
monitor,3
mortgage,3
nurse,3
pace,3
panic,3
peak,3
plane,3
reward,3
row,3
sandwich,3
shock,3
spite,3
spray,3
surprise,3
till,3
transition,3
weekend,3
welcome,3
yard,3
alarm,2
bend,2
bicycle,2
bite,2
blind,2
bottle,2
cable,2
candle,2
clerk,2
cloud,2
concert,2
counter,2
flower,2
grandfather,2
harm,2
knee,2
lawyer,2
leather,2
load,2
mirror,2
neck,2
pension,2
plate,2
purple,2
ruin,2
ship,2
skirt,2
slice,2
snow,2
specialist,2
stroke,2
switch,2
trash,2
tune,2
zone,2
anger,1
award,1
bid,1
bitter,1
boot,1
bug,1
camp,1
candy,1
carpet,1
cat,1
champion,1
channel,1
clock,1
comfort,1
cow,1
crack,1
engineer,1
entrance,1
fault,1
grass,1
guy,1
hell,1
highlight,1
incident,1
island,1
joke,1
jury,1
leg,1
lip,1
mate,1
motor,1
nerve,1
passage,1
pen,1
pride,1
priest,1
prize,1
promise,1
resident,1
resort,1
ring,1
roof,1
rope,1
sail,1
scheme,1
script,1
sock,1
station,1
toe,1
tower,1
truck,1
witness,1
a,4506
you,2041
it,1386
can,895
will,577
if,546
one,441
many,397
most,378
other,369
use,319
make,262
good,201
look,144
help,141
go,131
great,126
being,124
few,117
might,116
still,112
public,97
read,97
keep,96
start,96
give,93
human,92
local,90
general,85
she,85
specific,83
long,82
play,75
feel,74
high,74
tonight,71
put,70
common,69
set,69
change,67
simple,63
past,60
big,59
possible,59
particular,58
today,54
major,53
personal,53
current,52
national,52
cut,50
natural,50
physical,50
show,50
try,50
check,49
second,49
call,47
move,47
pay,47
let,46
increase,45
single,45
individual,44
turn,44
ask,42
buy,42
guard,42
hold,42
main,42
offer,42
potential,42
professional,42
international,41
travel,41
cook,40
alternative,39
following,39
special,39
working,39
whole,38
dance,37
excuse,37
cold,34
commercial,34
low,34
purchase,34
deal,33
primary,33
worth,33
fall,32
necessary,31
positive,31
produce,31
search,31
present,30
spend,30
talk,30
creative,29
tell,29
cost,28
drive,28
green,28
support,28
glad,27
remove,27
return,27
run,27
complex,26
due,26
effective,26
middle,26
regular,26
reserve,26
independent,25
leave,25
original,25
reach,25
rest,25
serve,25
watch,25
beautiful,24
charge,24
active,23
break,23
negative,23
safe,23
stay,23
visit,23
visual,23
affect,22
cover,22
report,22
rise,22
walk,21
white,21
beyond,20
junior,20
pick,20
unique,20
anything,19
classic,19
final,19
lift,19
mix,19
private,19
stop,19
teach,19
western,19
concern,18
familiar,18
fly,18
official,18
broad,17
comfortable,17
gain,17
maybe,17
rich,17
save,17
stand,17
young,17
fail,16
heavy,16
hello,16
lead,16
listen,16
valuable,16
worry,16
handle,15
leading,15
meet,15
release,15
sell,15
finish,14
normal,14
press,14
ride,14
secret,14
spread,14
spring,14
tough,14
wait,14
brown,13
deep,13
display,13
flow,13
hit,13
objective,13
shoot,13
touch,13
cancel,12
chemical,12
cry,12
dump,12
extreme,12
push,12
conflict,11
eat,11
fill,11
formal,11
jump,11
kick,11
opposite,11
pass,11
pitch,11
remote,11
total,11
treat,11
vast,11
abuse,10
beat,10
burn,10
deposit,10
print,10
raise,10
sleep,10
somewhere,10
advance,9
anywhere,9
consist,9
dark,9
double,9
draw,9
equal,9
fix,9
hire,9
internal,9
join,9
kill,9
sensitive,9
tap,9
win,9
attack,8
claim,8
constant,8
drag,8
drink,8
guess,8
minor,8
pull,8
raw,8
soft,8
solid,8
wear,8
weird,8
wonder,8
annual,7
count,7
dead,7
doubt,7
feed,7
forever,7
impress,7
nobody,7
repeat,7
round,7
sing,7
slide,7
strip,7
whereas,7
wish,7
combine,6
command,6
dig,6
divide,6
equivalent,6
hang,6
hunt,6
initial,6
march,6
mention,6
smell,6
spiritual,6
survey,6
tie,6
adult,5
brief,5
crazy,5
escape,5
gather,5
hate,5
prior,5
repair,5
rough,5
sad,5
scratch,5
sick,5
strike,5
employ,4
external,4
hurt,4
illegal,4
laugh,4
lay,4
mobile,4
nasty,4
ordinary,4
respond,4
royal,4
senior,4
split,4
strain,4
struggle,4
swim,4
train,4
upper,4
wash,4
yellow,4
convert,3
crash,3
dependent,3
fold,3
funny,3
grab,3
hide,3
miss,3
permit,3
quote,3
recover,3
resolve,3
roll,3
sink,3
slip,3
spare,3
suspect,3
sweet,3
swing,3
twist,3
upstairs,3
usual,3
abroad,2
brave,2
calm,2
concentrate,2
estimate,2
grand,2
male,2
mine,2
prompt,2
quiet,2
refuse,2
regret,2
reveal,2
rush,2
shake,2
shift,2
shine,2
steal,2
suck,2
surround,2
anybody,1
bear,1
brilliant,1
dare,1
dear,1
delay,1
drunk,1
female,1
hurry,1
inevitable,1
invite,1
kiss,1
neat,1
pop,1
punch,1
quit,1
reply,1
representative,1
resist,1
rip,1
rub,1
silly,1
smile,1
spell,1
stretch,1
stupid,1
tear,1
temporary,1
tomorrow,1
wake,1
wrap,1
yesterday,1
